0.0	-1.6038368053963017e-05
2.44081034903588e-14	6.409991400376411e-07
4.88162069807176e-14	7.4089129587672595e-06
7.322431047107639e-14	1.5261919356565308e-06
9.76324139614352e-14	8.637438913233319e-06
1.22040517451794e-13	2.9130992225039714e-05
1.4644862094215278e-13	-1.4788233606644016e-05
1.7085672443251158e-13	9.4547297464586e-06
1.952648279228704e-13	-1.6661354573179644e-05
2.196729314132292e-13	3.4374458145267968e-06
2.44081034903588e-13	-5.124437092848578e-06
2.684891383939468e-13	1.3237589566885723e-05
2.9289724188430556e-13	-8.602801935850233e-06
3.173053453746644e-13	5.194931990183601e-06
3.4171344886502317e-13	-1.265143717549522e-05
3.66121552355382e-13	-2.1591390112963428e-05
3.905296558457408e-13	4.34733949991724e-06
4.1493775933609956e-13	1.733289319945902e-05
4.393458628264584e-13	5.201341562355202e-06
4.637539663168172e-13	-1.0021657937544403e-05
4.88162069807176e-13	2.683455403921358e-06
5.125701732975348e-13	7.67174700480096e-06
5.369782767878936e-13	1.1912720267866573e-05
5.613863802782523e-13	-1.1574108072969483e-05
5.857944837686111e-13	6.962793952555425e-06
6.1020258725897e-13	3.513836857921296e-06
6.346106907493288e-13	-3.241508301125762e-07
6.590187942396876e-13	1.3181579118739726e-07
6.834268977300463e-13	-6.792499696951128e-06
7.078350012204051e-13	-6.205320275267294e-06
7.32243104710764e-13	1.33121421656793e-05
7.566512082011228e-13	2.588385127676746e-06
7.810593116914816e-13	-4.814839171196074e-06
8.054674151818403e-13	-2.491789618298251e-05
8.298755186721991e-13	-8.765637740699862e-06
8.54283622162558e-13	-5.055091274868609e-06
8.786917256529168e-13	-1.28312916995062e-05
9.030998291432756e-13	-1.3303284249793817e-05
9.275079326336344e-13	8.259925843791154e-06
9.519160361239931e-13	-2.4721501476001143e-06
9.76324139614352e-13	-1.6997061161296747e-05
1.0007322431047107e-12	-1.3351528661046908e-05
1.0251403465950696e-12	-2.9963888957363214e-06
1.0495484500854284e-12	1.114806898511729e-05
1.0739565535757871e-12	-1.5064088465741626e-05
1.098364657066146e-12	1.5901120754816346e-05
1.1227727605565047e-12	-4.87325176688903e-06
1.1471808640468635e-12	-1.7111021870893205e-05
1.1715889675372222e-12	5.130902145495575e-06
1.1959970710275811e-12	1.4370919181887032e-05
1.22040517451794e-12	-2.2180410920646207e-06
1.2448132780082987e-12	6.488165016242815e-06
1.2692213814986575e-12	-3.1789119460540815e-06
1.2936294849890162e-12	-1.0978255182129315e-07
1.3180375884793751e-12	1.6654165038518933e-05
1.342445691969734e-12	8.957864342574033e-06
1.3668537954600927e-12	-1.2026011883336215e-05
1.3912618989504515e-12	2.7996271147006396e-05
1.4156700024408102e-12	-1.0211962469348413e-05
1.4400781059311691e-12	8.481069967984007e-06
1.464486209421528e-12	4.980826050683654e-06
1.4888943129118867e-12	-8.44416387593181e-07
1.5133024164022455e-12	2.0249332585816304e-06
1.5377105198926042e-12	-1.6380577789126797e-06
1.5621186233829631e-12	8.37059709623508e-06
1.586526726873322e-12	-7.124396649180942e-06
1.6109348303636807e-12	-1.1741498690098522e-05
1.6353429338540395e-12	4.752679500596342e-06
1.6597510373443982e-12	1.7373948067557956e-05
1.6841591408347571e-12	-1.3664366261432437e-06
1.708567244325116e-12	1.7033167323452292e-05
1.7329753478154747e-12	-8.821834585889383e-07
1.7573834513058335e-12	1.5572421530726424e-05
1.7817915547961922e-12	9.634098847946531e-06
1.8061996582865511e-12	5.227261567672225e-06
1.83060776177691e-12	9.371503892520077e-06
1.855015865267269e-12	-8.369093041513917e-06
1.8794239687576273e-12	9.806808897161767e-07
1.9038320722479862e-12	-1.570553386237674e-05
1.928240175738345e-12	-1.7798778871655683e-05
1.952648279228704e-12	9.188363043087338e-06
1.977056382719063e-12	-1.4906777842186462e-06
2.0014644862094213e-12	1.005636460489724e-05
2.0258725896997802e-12	1.3101788751831684e-06
2.050280693190139e-12	-7.73047106105602e-06
2.074688796680498e-12	2.894307419399231e-05
2.099096900170857e-12	1.3770784484893474e-05
